time,mz,charge,intensity,RT_length,points,scans,peaks,Tmz,Tintensity,Tmass,Tintensity10,Pintensity,rt_start,rt_end,Ttime,sample,fraction,status,group,mz_error,score,adj_score
29.8,359.02803,5,7661000.0,0.346667,33,24,2,359.02803,22.869101,359.03,6.884285,7.8e-05,29.626667,29.973333,30.646613,A1,F1,use,359.01_359.04_1,0.00052,0.868898,1.042678
22.1,359.99728,5,14033000.0,0.27,15,11,2,359.99728,23.74232,360.0,7.147151,0.000122,21.965,22.235,22.646243,A2,F1,use,359.98_360.01_0,0.00041,0.964614,1.157536
24.7,359.99687,5,6616200.0,0.094667,5,3,2,359.99687,22.657571,360.0,6.820609,6.6e-05,24.652667,24.747333,25.139314,A3,F1,use,359.98_360.01_0,0.00041,0.964614,1.157536
15.1,360.17477,5,646310.0,0.112833,8,6,2,360.17477,19.301867,360.17,5.810441,7e-06,15.043583,15.156417,15.528988,A1,F1,use,360.15_360.18_0,0.0003,0.975815,1.170978
17.1,360.17447,5,454030.0,0.079,9,6,2,360.17447,18.792428,360.17,5.657085,5e-06,17.0605,17.1395,17.271389,A3,F1,use,360.15_360.18_0,0.0003,0.975815,1.170978
18.7,360.18287,5,8328300.0,0.391667,36,23,2,360.18287,22.989591,360.18,6.920556,8.3e-05,18.504167,18.895833,18.915346,A3,F1,use,360.16_360.19_2,0.0,0.989242,1.376402
17.7,360.18314,5,11036000.0,0.475,46,27,2,360.18314,23.395714,360.18,7.042812,0.000113,17.4625,17.9375,18.202854,A1,F1,use,360.16_360.19_2,0.00027,0.982965,1.36887
18.3,360.18287,5,2055600.0,0.21,17,12,2,360.18287,20.971128,360.18,6.312939,1.8e-05,18.195,18.405,18.742786,A2,F1,use,360.16_360.19_2,0.0,0.989242,1.18709
17.9,360.19377,5,2579000.0,0.173333,12,9,2,360.19377,21.29838,360.19,6.411451,2.6e-05,17.813333,17.986667,18.408536,A1,F1,use,360.19_360.22_1,0.00028,0.98133,1.375962
18.2,360.19405,5,2514800.0,0.228333,23,15,2,360.19405,21.262012,360.19,6.400503,2.2e-05,18.085833,18.314167,18.640064,A2,F1,use,360.19_360.22_1,0.00028,0.98133,1.375962
17.8,360.19383,5,3538800.0,0.245,36,14,3,360.19383,21.754829,360.19,6.548856,3.1e-05,17.6775,17.9225,18.229174,A2,F1,use,360.19_360.22_2,0.00016,0.991833,1.386465
17.7,360.19399,5,8384500.0,0.365,26,19,2,360.19399,22.999293,360.19,6.923477,8.6e-05,17.5175,17.8825,18.202854,A1,F1,use,360.19_360.22_2,0.00016,0.991833,1.386465
18.0,360.5847,5,4884000.0,0.1095,9,8,2,360.5847,22.219632,360.58,6.688776,4.2e-05,17.94525,18.05475,18.434619,A2,F1,use,360.56_360.59_0,0.00107,0.990015,1.188018
18.7,360.58363,5,1499300.0,0.118833,5,3,2,360.58363,20.515858,360.58,6.175889,1.5e-05,18.640583,18.759417,18.915346,A3,F1,use,360.56_360.59_0,0.00107,0.990015,1.188018
17.1,361.99398,5,980920.0,0.1365,5,3,2,361.99398,19.903776,361.99,5.991634,1e-05,17.03175,17.16825,17.585808,A1,F1,use,361.97_362.0_0,0.00018,0.993008,1.19161
17.4,361.9938,5,1049500.0,0.1015,9,5,2,361.9938,20.001271,361.99,6.020982,9e-06,17.34925,17.45075,17.818284,A2,F1,use,361.97_362.0_0,0.00018,0.993008,1.19161
18.0,362.59213,5,5946000.0,0.077333,8,5,2,362.59213,22.503488,362.59,6.774225,5.2e-05,17.961333,18.038667,18.434619,A2,F1,use,362.57_362.6_1,0.00237,0.976663,1.367874
17.8,362.58976,5,1766600.0,0.138167,10,8,2,362.58976,20.752544,362.59,6.247138,1.8e-05,17.730917,17.869083,18.305695,A1,F1,use,362.57_362.6_1,0.00237,0.976663,1.171996
18.0,362.7904,5,2906600.0,0.050333,5,3,2,362.7904,21.470901,362.79,6.463385,2.5e-05,17.974833,18.025167,18.434619,A2,F1,use,362.77_362.8_0,0.00183,0.990194,1.188233
17.7,362.79223,5,5360900.0,0.1,8,7,2,362.79223,22.354044,362.79,6.729238,5.5e-05,17.65,17.75,18.202854,A1,F1,use,362.77_362.8_0,0.00183,0.990194,1.188233
16.0,362.97789,5,2399000.0,0.191667,53,17,4,362.97789,21.194002,362.98,6.38003,2.1e-05,15.904167,16.095833,16.380168,A2,F1,use,362.96_362.99_1,7e-05,0.988683,1.186419
15.1,362.97782,5,3046600.0,0.245,38,15,4,362.97782,21.538769,362.98,6.483815,3.1e-05,14.9775,15.2225,15.528988,A1,F1,use,362.96_362.99_1,7e-05,0.988683,1.186419
17.2,362.97783,5,1577900.0,0.311667,64,23,4,362.97783,20.589574,362.98,6.198079,1.6e-05,17.044167,17.355833,17.374136,A3,F1,use,362.96_362.99_1,6e-05,0.987763,1.185316
20.3,364.38522,5,2815900.0,0.134667,7,4,2,364.38522,21.425165,364.39,6.449617,2.9e-05,20.232667,20.367333,20.876719,A1,F1,use,364.37_364.4_0,0.00017,0.988584,1.1863
21.5,364.38539,5,3359700.0,0.114333,7,5,2,364.38539,21.679901,364.39,6.5263,3.3e-05,21.442833,21.557167,21.792272,A3,F1,use,364.37_364.4_0,0.00017,0.988584,1.1863
46.9,364.42679,5,9886900.0,0.265,27,23,2,364.42679,23.237087,364.43,6.99506,9.8e-05,46.7675,47.0325,47.949223,A3,F1,use,364.41_364.44_0,0.00018,0.988504,1.186205
47.9,364.42661,5,7084400.0,0.235,39,16,3,364.42661,22.756214,364.43,6.850303,6.2e-05,47.7825,48.0175,49.148656,A2,F1,use,364.41_364.44_0,0.00018,0.988504,1.186205
18.9,364.59055,5,1442900.0,0.1205,12,11,2,364.59055,20.46054,364.59,6.159236,1.4e-05,18.83975,18.96025,19.120841,A3,F1,use,364.57_364.6_0,0.00027,0.991672,1.190007
18.2,364.59028,5,1311400.0,0.154,13,10,2,364.59028,20.322676,364.59,6.117735,1.1e-05,18.123,18.277,18.640064,A2,F1,use,364.57_364.6_0,0.00027,0.991672,1.190007
18.1,365.39348,5,2573300.0,0.045667,5,3,2,365.39348,21.295188,365.39,6.41049,2.2e-05,18.077167,18.122833,18.537341,A2,F1,use,365.37_365.4_1,0.00044,0.985171,1.377514
17.7,365.39392,5,3562500.0,0.206667,14,13,2,365.39392,21.764459,365.39,6.551755,3.6e-05,17.596667,17.803333,18.202854,A1,F1,use,365.37_365.4_1,0.00044,0.985171,1.182205
18.0,367.99615,5,14610000.0,0.585,90,39,3,367.99615,23.800453,368.0,7.16465,0.000127,17.7075,18.2925,18.434619,A2,F1,use,367.98_368.01_1,1e-05,0.993396,1.192075
17.7,367.99616,5,21675000.0,0.473333,71,27,3,367.99616,24.369529,368.0,7.335959,0.000222,17.463333,17.936667,18.202854,A1,F1,use,367.98_368.01_1,1e-05,0.993396,1.192075
18.7,367.99558,5,25987000.0,0.776667,119,48,4,367.99558,24.631287,368.0,7.414756,0.000259,18.311667,19.088333,18.915346,A3,F1,use,367.98_368.01_1,0.00057,0.991131,1.189357
18.0,368.59393,5,10626000.0,0.418333,58,29,3,368.59393,23.341095,368.59,7.02637,9.2e-05,17.790833,18.209167,18.434619,A2,F1,use,368.57_368.6_1,0.00076,0.985345,1.378027
17.7,368.59469,5,12702000.0,0.25,21,15,2,368.59469,23.598552,368.59,7.103872,0.00013,17.575,17.825,18.202854,A1,F1,use,368.57_368.6_1,0.00076,0.985345,1.182414
17.0,368.79487,5,860910.0,0.112,5,3,2,368.79487,19.715503,368.79,5.934958,9e-06,16.944,17.056,17.482967,A1,F1,use,368.77_368.8_1,0.00041,0.938109,1.125731
18.3,368.79446,5,782660.0,0.141333,7,6,2,368.79446,19.578026,368.79,5.893573,8e-06,18.229333,18.370667,18.504357,A3,F1,use,368.77_368.8_1,0.00041,0.938109,1.125731
10.1,371.02852,5,663750.0,0.022,5,3,2,371.02852,19.34028,371.03,5.822005,7e-06,10.089,10.111,10.386939,A1,F1,use,371.01_371.04_2,0.00015,0.486163,0.850919
10.7,371.02867,5,622540.0,0.035833,6,5,2,371.02867,19.247807,371.03,5.794167,5e-06,10.682083,10.717917,6.782978,A2,F1,use,371.01_371.04_2,0.00015,0.486163,0.617678
11.5,371.02877,5,428140.0,0.038167,6,4,2,371.02877,18.707723,371.03,5.631586,4e-06,11.480917,11.519083,2.725034,A3,F1,use,371.01_371.04_2,0.0001,0.135147,0.435414
15.7,371.02945,5,728330.0,0.215,28,22,2,371.02945,19.474233,371.03,5.862328,7e-06,15.5925,15.8075,16.146034,A1,F1,use,371.01_371.04_3,0.00126,0.43435,0.799106
13.4,371.02819,5,485400.0,0.033167,5,4,2,371.02819,18.888815,371.03,5.6861,5e-06,13.383417,13.416583,13.528865,A3,F1,use,371.01_371.04_3,0.00126,0.43435,0.728903
11.9,371.02821,5,1219400.0,0.0485,8,7,2,371.02821,20.21774,371.03,6.086146,1.2e-05,11.87575,11.92425,12.238077,A1,F1,use,371.01_371.04_4,0.00524,0.903264,1.268019
12.4,371.03345,5,625820.0,0.064167,11,9,2,371.03345,19.255388,371.03,5.796449,6e-06,12.367917,12.432083,12.501392,A3,F1,use,371.01_371.04_4,0.00524,0.903264,1.20353
15.1,371.19499,5,772140.0,0.188333,23,13,3,371.19499,19.558503,371.19,5.887696,8e-06,15.005833,15.194167,15.528988,A1,F1,use,371.17_371.2_1,0.0002,0.991143,1.189372
15.9,371.19479,5,487510.0,0.275,41,31,2,371.19479,18.895072,371.19,5.687984,5e-06,15.7625,16.0375,16.038421,A3,F1,use,371.17_371.2_1,0.0002,0.991143,1.189372
18.6,371.19323,5,2920300.0,0.17,8,5,2,371.19323,21.477685,371.19,6.465427,2.5e-05,18.515,18.685,19.050954,A2,F1,use,371.17_371.2_1,0.00156,0.922642,1.107171
18.3,371.59825,5,13770000.0,0.265,21,7,3,371.59825,23.715025,371.6,7.138934,0.000141,18.1675,18.4325,18.8199,A1,F1,use,371.58_371.61_1,5e-05,0.973849,1.562963
18.9,371.5982,5,8012400.0,0.301667,13,8,2,371.5982,22.933803,371.6,6.903763,7e-05,18.749167,19.050833,19.359122,A2,F1,use,371.58_371.61_1,5e-05,0.973849,1.562963
18.0,371.59796,5,1366700000.0,0.973333,311,55,7,371.59796,30.348049,371.6,9.135673,0.01188,17.513333,18.486667,18.434619,A2,F1,use,371.58_371.61_2,0.00011,0.985657,1.574772
17.7,371.59807,5,1871300000.0,0.788333,225,39,7,371.59807,30.801394,371.6,9.272143,0.019132,17.305833,18.094167,18.202854,A1,F1,use,371.58_371.61_2,0.00011,0.985657,1.574772
18.7,371.598,5,1476900000.0,1.145,335,59,7,371.598,30.459925,371.6,9.169351,0.014708,18.1275,19.2725,18.915346,A3,F1,use,371.58_371.61_2,4e-05,0.970363,1.164436
16.0,371.59815,5,2226900.0,0.495,126,57,3,371.59815,21.086605,371.6,6.347701,2.3e-05,15.7525,16.2475,16.454557,A1,F1,use,371.58_371.61_3,0.0001,0.986067,1.575181
16.1,371.59805,5,3188300.0,0.461667,111,46,4,371.59805,21.604356,371.6,6.503559,2.8e-05,15.869167,16.330833,16.482891,A2,F1,use,371.58_371.61_3,0.0001,0.986067,1.575181
19.8,371.79499,5,11787000.0,0.175,11,7,2,371.79499,23.490693,371.79,7.071403,0.000117,19.7125,19.8875,20.045567,A3,F1,use,371.77_371.8_0,0.00048,0.988395,1.186074
18.6,371.79451,5,11670000.0,0.178333,13,6,3,371.79451,23.476301,371.79,7.067071,0.000119,18.510833,18.689167,19.128423,A1,F1,use,371.77_371.8_0,0.00048,0.988395,1.186074
18.6,372.97185,5,2542500.0,0.2,12,5,3,372.97185,21.277816,372.97,6.405261,2.2e-05,18.5,18.7,19.050954,A2,F1,use,372.95_372.98_0,0.00032,0.992582,1.191099
18.2,372.97153,5,1849800.0,0.19,7,5,2,372.97153,20.818938,372.97,6.267125,1.9e-05,18.105,18.295,18.717059,A1,F1,use,372.95_372.98_0,0.00032,0.992582,1.191099
21.9,374.79695,5,4697600.0,0.178333,8,5,2,374.79695,22.163492,374.8,6.671876,4.7e-05,21.810833,21.989167,22.203261,A3,F1,use,374.78_374.81_1,0.00024,0.236642,0.675322
17.9,374.79719,5,1719400.0,0.311667,27,19,2,374.79719,20.713474,374.8,6.235377,1.5e-05,17.744167,18.055833,18.331896,A2,F1,use,374.78_374.81_1,0.00024,0.236642,0.615904
15.9,374.79711,5,1897000.0,0.46,122,50,3,374.79711,20.855288,374.8,6.278067,1.9e-05,15.67,16.13,16.038421,A3,F1,use,374.78_374.81_2,1e-05,0.344641,0.998806
17.4,374.7971,5,1291000.0,0.326667,32,18,2,374.7971,20.300058,374.8,6.110926,1.1e-05,17.236667,17.563333,17.818284,A2,F1,use,374.78_374.81_2,1e-05,0.344641,0.723903
18.6,374.79691,5,2269500.0,0.175,8,4,3,374.79691,21.113943,374.8,6.35593,2.3e-05,18.5125,18.6875,18.812599,A3,F1,use,374.78_374.81_3,0.00015,0.987108,1.494715
18.6,374.79706,5,6616800.0,0.511667,35,18,4,374.79706,22.657702,374.8,6.820648,5.8e-05,18.344167,18.855833,19.050954,A2,F1,use,374.78_374.81_3,0.00025,0.963749,1.272755
15.4,374.79646,5,305410.0,0.173333,25,16,3,374.79646,18.220388,374.8,5.484883,3e-06,15.313333,15.486667,15.583812,A3,F1,use,374.78_374.81_4,0.00071,0.969432,1.426176
15.1,374.79708,5,2772300.0,0.283333,46,19,4,374.79708,21.402652,374.8,6.44284,2.8e-05,14.958333,15.241667,15.528988,A1,F1,use,374.78_374.81_4,9e-05,0.972584,1.361031
15.0,374.79717,5,1406800.0,0.366667,93,42,3,374.79717,20.423986,374.8,6.148232,1.2e-05,14.816667,15.183333,15.352943,A2,F1,use,374.78_374.81_4,0.00028,0.351279,0.537792
18.4,374.79681,5,2312300.0,0.238333,16,9,3,374.79681,21.140897,374.8,6.364044,2.3e-05,18.280833,18.519167,18.607104,A3,F1,use,374.78_374.81_5,8e-05,0.969648,1.671143
18.1,374.79689,5,5207000.0,0.336667,34,11,4,374.79689,22.312021,374.8,6.716588,5.3e-05,17.931667,18.268333,18.614218,A1,F1,use,374.78_374.81_5,8e-05,0.969648,1.358095
21.6,374.99396,5,6331300.0,0.18,14,8,2,374.99396,22.59407,374.99,6.801493,6.3e-05,21.51,21.69,21.895019,A3,F1,use,374.97_375.0_0,0.00072,0.991047,1.189256
20.9,374.99468,5,8246700.0,0.301667,22,9,4,374.99468,22.975385,374.99,6.91628,7.2e-05,20.749167,21.050833,21.413572,A2,F1,use,374.97_375.0_0,0.00072,0.991047,1.189256
17.0,380.38433,5,510750.0,0.245,28,22,2,380.38433,18.962258,380.38,5.708208,5e-06,16.8775,17.1225,17.168642,A3,F1,use,380.36_380.39_1,0.00014,0.989804,1.187765
16.0,380.38419,5,792980.0,0.0975,11,8,2,380.38419,19.596925,380.38,5.899262,7e-06,15.95125,16.04875,16.380168,A2,F1,use,380.36_380.39_1,0.00014,0.989804,1.187765
15.1,380.38402,5,1048900.0,0.171667,28,12,3,380.38402,20.000446,380.38,6.020734,1.1e-05,15.014167,15.185833,15.528988,A1,F1,use,380.36_380.39_1,0.00017,0.9889,1.186681
12.7,381.39104,5,563330.0,0.062,11,9,2,381.39104,19.103621,381.39,5.750763,6e-06,12.669,12.731,13.060805,A1,F1,use,381.37_381.4_1,0.00467,0.829848,1.175253
13.9,381.38637,5,400100.0,0.063167,9,7,2,381.38637,18.610001,381.39,5.602169,4e-06,13.868417,13.931583,14.042602,A3,F1,use,381.37_381.4_1,0.00467,0.829848,0.995818
15.2,381.5886,5,1067300.0,0.153167,16,8,3,381.5886,20.025534,381.59,6.028287,1.1e-05,15.123417,15.276583,15.631829,A1,F1,use,381.57_381.6_1,0.00017,0.990356,1.386308
16.0,381.58843,5,1013400.0,0.221667,63,23,4,381.58843,19.950772,381.59,6.005781,1e-05,15.889167,16.110833,16.141168,A3,F1,use,381.57_381.6_1,0.00017,0.990356,1.383248
17.0,381.5944,5,50478000.0,0.245,33,8,6,381.5944,25.589151,381.59,7.703102,0.000516,16.8775,17.1225,17.482967,A1,F1,use,381.57_381.6_2,2e-05,0.989408,1.385361
18.3,381.59431,5,49700000.0,0.28,46,12,5,381.59431,25.566743,381.59,7.696356,0.000495,18.16,18.44,18.504357,A3,F1,use,381.57_381.6_2,7e-05,0.974104,1.366996
17.1,381.59438,5,28646000.0,0.421667,145,30,6,381.59438,24.77183,381.59,7.457064,0.000249,16.889167,17.310833,17.510116,A2,F1,use,381.57_381.6_2,2e-05,0.989408,1.18729
16.5,382.61058,5,1637400.0,0.173333,16,12,2,382.61058,20.642975,382.61,6.214155,1.4e-05,16.413333,16.586667,16.893781,A2,F1,use,382.61_382.64_1,0.00123,0.913504,1.256569
18.3,382.61181,5,901350.0,0.058167,4,2,2,382.61181,19.781728,382.61,5.954893,9e-06,18.270917,18.329083,18.504357,A3,F1,use,382.61_382.64_1,0.00123,0.913504,1.096205
16.2,382.79704,5,275300.0,0.056667,8,6,2,382.79704,18.070645,382.8,5.439806,3e-06,16.171667,16.228333,16.660239,A1,F1,use,382.78_382.81_1,0.0141,0.003533,0.201553
16.8,382.78294,5,298090.0,0.03,4,2,2,382.78294,18.185388,382.78,5.474347,3e-06,16.785,16.815,17.201948,A2,F1,use,382.78_382.81_1,0.0141,0.003533,0.201553
18.2,382.80318,5,1933000.0,0.151,7,4,2,382.80318,20.88241,382.8,6.286232,2e-05,18.1245,18.2755,18.717059,A1,F1,use,382.78_382.81_2,0.0002,0.986569,1.184589
18.7,382.80298,5,2571000.0,0.28,10,7,2,382.80298,21.293898,382.8,6.410102,2.2e-05,18.56,18.84,19.153676,A2,F1,use,382.78_382.81_2,0.0002,0.986569,1.184589
17.0,382.79821,5,398540.0,0.096167,6,5,2,382.79821,18.604365,382.8,5.600472,3e-06,16.951917,17.048083,17.407393,A2,F1,use,382.79_382.82_2,0.012,0.033033,0.235786
17.4,382.81021,5,1284700.0,0.128167,9,6,2,382.81021,20.293,382.81,6.108802,1.3e-05,17.335917,17.464083,17.579631,A3,F1,use,382.79_382.82_2,0.012,0.033033,0.03964
16.3,383.01153,5,1118900.0,0.0575,6,5,2,383.01153,20.09365,383.01,6.048791,1e-05,16.27125,16.32875,16.688336,A2,F1,use,382.99_383.02_1,0.00181,0.985293,1.377975
16.2,383.00972,5,512380.0,0.102333,18,11,2,383.00972,18.966855,383.01,5.709592,5e-06,16.148833,16.251167,16.660239,A1,F1,use,382.99_383.02_1,0.00181,0.985293,1.182352
15.0,385.19071,5,789320.0,0.144833,46,16,4,385.19071,19.590251,385.19,5.897253,7e-06,14.927583,15.072417,15.352943,A2,F1,use,385.17_385.2_1,1e-05,0.993057,1.191668
15.2,385.19072,5,1602400.0,0.132,20,6,4,385.19072,20.611803,385.19,6.204771,1.6e-05,15.134,15.266,15.631829,A1,F1,use,385.17_385.2_1,1e-05,0.993057,1.191668
16.0,385.19057,5,1748000.0,0.265,71,28,3,385.19057,20.737274,385.19,6.242541,1.7e-05,15.8675,16.1325,16.141168,A3,F1,use,385.17_385.2_1,0.00015,0.991673,1.190007
48.8,385.79315,5,11637000.0,0.275,38,16,4,385.79315,23.472216,385.79,7.065841,0.000116,48.6625,48.9375,49.901422,A3,F1,use,385.77_385.8_0,0.00021,0.951121,1.141345
49.6,385.79336,5,12603000.0,0.196667,23,9,3,385.79336,23.587264,385.79,7.100474,0.00011,49.501667,49.698333,50.894939,A2,F1,use,385.77_385.8_0,0.00021,0.951121,1.141345
16.0,385.80255,5,1851500.0,0.094833,16,12,2,385.80255,20.820263,385.8,6.267524,1.9e-05,15.952583,16.047417,16.454557,A1,F1,use,385.78_385.81_2,0.00028,0.893103,1.071723
15.9,385.79249,5,692490.0,0.082333,10,8,2,385.79249,19.401434,385.79,5.840414,7e-06,15.858833,15.941167,16.038421,A3,F1,use,385.78_385.81_2,0.01006,0.023606,0.390375
17.4,385.80227,5,2150200.0,0.205,17,11,2,385.80227,21.036039,385.8,6.332479,2.1e-05,17.2975,17.5025,17.579631,A3,F1,use,385.78_385.81_3,0.00049,0.916705,1.283475
16.9,385.80276,5,1953100.0,0.095,8,8,2,385.80276,20.897334,385.8,6.290724,1.7e-05,16.8525,16.9475,17.304671,A2,F1,use,385.78_385.81_3,0.00049,0.916705,1.278753
1.82,386.00235,5,2270500.0,0.0175,4,2,2,386.00235,21.114579,386.0,6.356122,2e-05,1.81125,1.82875,1.794923,A2,F1,use,385.98_386.01_0,0.00026,0.9498,1.13976
1.82,386.00261,5,1653200.0,0.0275,5,3,2,386.00261,20.65683,386.0,6.218325,1.7e-05,1.80625,1.83375,1.871706,A1,F1,use,385.98_386.01_0,0.00026,0.9498,1.13976
15.6,387.18668,5,7085900.0,0.396667,146,37,5,387.18668,22.75652,387.19,6.850395,7.2e-05,15.401667,15.798333,16.043193,A1,F1,use,387.17_387.2_1,0.00014,0.993384,1.192061
15.9,387.18682,5,9050900.0,0.346667,104,30,5,387.18682,23.10963,387.19,6.956692,7.9e-05,15.726667,16.073333,16.277446,A2,F1,use,387.17_387.2_1,0.00014,0.993384,1.192061
17.0,387.18666,5,7107800.0,0.441667,168,40,5,387.18666,22.760972,387.19,6.851735,7.1e-05,16.779167,17.220833,17.168642,A3,F1,use,387.17_387.2_1,0.00016,0.989206,1.187047
16.4,388.41706,5,501540.0,0.087167,11,8,2,388.41706,18.936005,388.42,5.700306,4e-06,16.356417,16.443583,16.791058,A2,F1,use,388.41_388.44_0,0.00604,0.925562,1.110674
16.8,388.41102,5,363130.0,0.064333,6,3,2,388.41102,18.470127,388.41,5.560062,4e-06,16.767833,16.832167,17.277285,A1,F1,use,388.41_388.44_0,0.00604,0.925562,1.110674
11.4,389.14677,5,373800.0,0.311667,63,47,2,389.14677,18.511907,389.15,5.572639,4e-06,11.244167,11.555833,2.622287,A3,F1,use,389.13_389.16_1,0.00025,0.146092,0.471179
10.1,389.14702,5,141230.0,0.052333,8,7,2,389.14702,17.107687,389.15,5.149927,1e-06,10.073833,10.126167,6.166642,A2,F1,use,389.13_389.16_1,0.00025,0.146092,0.208958
14.6,389.14601,5,132650.0,0.054,6,4,2,389.14601,17.017265,389.15,5.122707,1e-06,14.573,14.627,14.761833,A3,F1,use,389.13_389.16_2,0.00083,0.823178,1.148265
16.1,389.14622,5,126540.0,0.069167,8,6,2,389.14622,16.949234,389.15,5.102228,1e-06,16.065417,16.134583,16.482891,A2,F1,use,389.13_389.16_2,0.00021,0.815561,1.143555
12.9,389.14684,5,118300.0,0.035333,6,4,2,389.14684,16.852091,389.15,5.072985,1e-06,12.882333,12.917667,13.266487,A1,F1,use,389.13_389.16_2,3e-05,0.691988,0.830386
8.07,389.1456,5,165950.0,0.0255,5,3,2,389.1456,17.340389,389.15,5.219977,1e-06,8.05725,8.08275,8.234271,A2,F1,use,389.13_389.16_3,0.00127,0.656168,0.984162
9.72,389.14687,5,164360.0,0.066167,14,10,2,389.14687,17.3265,389.15,5.215796,2e-06,9.686917,9.753083,9.608601,A3,F1,use,389.13_389.16_3,0.00127,0.656168,0.981256
15.3,389.59585,5,402330.0,0.068167,12,7,2,389.59585,18.61802,389.6,5.604582,3e-06,15.265917,15.334083,15.66111,A2,F1,use,389.58_389.61_1,0.0,0.953506,1.54119
16.2,389.59585,5,697500.0,0.25,37,25,2,389.59585,19.411834,389.6,5.843544,7e-06,16.075,16.325,16.346663,A3,F1,use,389.58_389.61_1,0.00037,0.868956,1.42481
17.6,389.5956,5,2062800.0,0.393333,55,25,3,389.5956,20.976173,389.6,6.314457,1.8e-05,17.403333,17.796667,18.023729,A2,F1,use,389.58_389.61_2,0.00012,0.994468,1.582151
19.4,389.59571,5,14954000.0,0.213333,14,5,4,389.59571,23.834028,389.6,7.174757,0.000149,19.293333,19.506667,19.634578,A3,F1,use,389.58_389.61_2,0.00011,0.923293,1.479147
17.4,389.59548,5,1740200.0,0.276667,17,12,2,389.59548,20.730822,389.6,6.240599,1.8e-05,17.261667,17.538333,17.894331,A1,F1,use,389.58_389.61_2,0.00012,0.994468,1.390766
18.5,389.59572,5,11033000.0,0.31,32,10,5,389.59572,23.395322,389.6,7.042694,9.6e-05,18.345,18.655,18.948231,A2,F1,use,389.58_389.61_3,0.00024,0.990443,1.578127
18.5,389.59548,5,1926800.0,0.176667,8,4,2,389.59548,20.877775,389.6,6.284837,1.9e-05,18.411667,18.588333,18.709852,A3,F1,use,389.58_389.61_3,9e-05,0.987024,1.542878
18.1,389.59557,5,7035400.0,0.24,36,10,4,389.59557,22.746201,389.6,6.847289,7.2e-05,17.98,18.22,18.614218,A1,F1,use,389.58_389.61_3,9e-05,0.987024,1.383322
76.2,389.74399,5,19889000.0,0.1245,17,13,2,389.74399,24.245467,389.74,7.298613,0.000173,76.13775,76.26225,78.219133,A2,F1,use,389.72_389.75_1,0.00014,0.994952,1.193943
76.2,389.74413,5,36481000.0,0.093,14,10,2,389.74413,25.120642,389.74,7.562067,0.000373,76.1535,76.2465,78.364828,A1,F1,use,389.72_389.75_1,0.00014,0.994952,1.193943
76.2,389.74335,5,15089000.0,0.1295,19,13,2,389.74335,23.846994,389.74,7.17866,0.00015,76.13525,76.26475,78.054192,A3,F1,use,389.72_389.75_1,0.00064,0.994187,1.193025
15.1,390.18509,5,18552000.0,0.336667,86,23,5,390.18509,24.145071,390.19,7.268391,0.00019,14.931667,15.268333,15.528988,A1,F1,use,390.17_390.2_1,0.00026,0.97917,1.373159
15.9,390.18535,5,8360300.0,0.418333,139,37,5,390.18535,22.995123,390.19,6.922222,7.3e-05,15.690833,16.109167,16.277446,A2,F1,use,390.17_390.2_1,7e-05,0.971751,1.166101
16.8,390.18528,5,2351600.0,0.185,17,11,3,390.18528,21.165211,390.19,6.371363,2.4e-05,16.7075,16.8925,17.277285,A1,F1,use,390.17_390.2_2,0.0001,0.990778,1.384767
17.0,390.18518,5,6232500.0,0.508333,165,46,5,390.18518,22.57138,390.19,6.794662,6.2e-05,16.745833,17.254167,17.168642,A3,F1,use,390.17_390.2_2,0.0001,0.990778,1.32627
17.6,390.40932,5,461460.0,0.122833,7,6,2,390.40932,18.815846,390.41,5.664134,5e-06,17.538583,17.661417,17.785126,A3,F1,use,390.39_390.42_1,0.00264,0.903278,1.083936
16.0,390.40668,5,708880.0,0.021333,4,2,2,390.40668,19.435182,390.41,5.850573,7e-06,15.989333,16.010667,16.454557,A1,F1,use,390.39_390.42_1,0.00264,0.903278,1.083934
15.8,391.79316,5,825280.0,0.296667,68,33,3,391.79316,19.654524,391.79,5.916601,8e-06,15.651667,15.948333,15.935674,A3,F1,use,391.77_391.8_1,0.00016,0.987603,1.380792
15.1,391.79306,5,1072600.0,0.095667,17,11,2,391.79306,20.032681,391.79,6.030438,9e-06,15.052167,15.147833,15.455665,A2,F1,use,391.77_391.8_1,0.0001,0.977295,1.371026
14.9,391.79332,5,1500500.0,0.223333,43,23,2,391.79332,20.517012,391.79,6.176236,1.3e-05,14.788333,15.011667,15.25022,A2,F1,use,391.77_391.8_2,0.00013,0.99136,1.38509
14.9,391.79319,5,1792700.0,0.176667,49,15,4,391.79319,20.773703,391.79,6.253508,1.8e-05,14.811667,14.988333,15.323306,A1,F1,use,391.77_391.8_2,0.00013,0.99136,1.189631
51.4,392.00901,5,3045600.0,0.0735,8,4,2,392.00901,21.538295,392.01,6.483673,3.1e-05,51.36325,51.43675,52.860265,A1,F1,use,391.99_392.02_0,0.00063,0.973474,1.168169
51.2,392.00964,5,6118000.0,0.41,34,26,2,392.00964,22.544629,392.01,6.786609,6.1e-05,50.995,51.405,52.367358,A3,F1,use,391.99_392.02_0,0.00063,0.973474,1.168169
18.6,392.60238,5,2345900.0,0.2,15,5,4,392.60238,21.16171,392.6,6.370309,2e-05,18.5,18.7,19.050954,A2,F1,use,392.58_392.61_0,0.0003,0.991615,1.189938
